days_visited_exp_pre,days_visited_free_pre,days_visited_fs_pre,days_visited_hs_pre,days_visited_rs_pre,days_visited_vrs_pre,locale_en_US,revenue_pre,os_type_osx,os_type_windows,easier_signup,became_member,days_visited_post
18,8,20,10,20,27,1,0.01,0,1,0,0,0
20,0,27,15,23,3,1,1.59,0,0,1,0,7
25,6,15,17,15,21,0,9.99,0,0,0,0,-3
15,13,27,15,4,13,1,0.01,0,0,1,1,18
27,13,18,12,5,19,1,7.13,0,0,1,1,11
22,22,7,3,21,7,0,0.06,0,0,0,0,9
0,10,12,9,3,22,0,2.36,0,1,0,0,3
4,16,10,16,15,10,1,0.0,0,1,0,0,7
12,16,1,18,5,7,1,4.49,0,1,1,1,19
12,12,18,27,9,24,1,0.05,0,0,0,0,19
17,2,10,27,20,16,0,0.12,1,0,1,1,8
1,15,5,11,4,11,0,1.42,0,0,1,0,14
18,18,16,23,26,2,0,27.81,0,0,0,0,19
6,26,27,7,1,11,1,0.08,0,0,1,1,21
28,13,21,22,15,24,1,2.29,1,0,0,0,12
21,3,0,10,12,16,0,0.88,0,0,0,0,6
3,6,22,27,23,15,1,2.66,0,1,0,0,-1
17,14,7,5,7,15,1,0.04,1,0,1,0,1
1,10,22,1,14,15,0,327.75,0,0,1,1,16
18,8,6,22,23,26,1,18.49,1,0,0,0,11
13,26,14,16,2,4,0,0.0,1,0,1,1,28
24,8,24,19,27,25,0,0.08,0,1,1,1,0
22,16,18,7,3,1,1,17.6,0,1,0,0,13
10,6,6,2,2,13,1,5.45,1,0,0,0,12
20,25,7,9,8,11,1,3.09,0,0,0,0,18
5,21,24,13,2,12,0,12.61,0,1,0,0,14
21,5,13,7,6,9,0,0.23,0,1,1,1,6
10,5,3,16,18,7,0,0.81,1,0,1,1,10
13,28,14,8,7,28,1,0.19,0,0,0,0,6
12,18,16,11,17,16,0,43.01,0,0,0,0,15
20,11,7,11,25,0,1,0.08,0,1,1,1,14
12,6,4,17,4,26,0,4.7,1,0,1,1,12
11,26,28,1,14,5,0,0.06,0,1,1,1,28
14,22,10,18,5,10,0,5.16,0,0,1,1,12
21,24,23,9,4,12,0,0.19,1,0,1,1,24
17,17,0,15,16,16,0,83.44,0,1,1,1,11
2,20,28,8,26,25,1,0.04,1,0,0,0,17
25,25,20,14,7,1,0,0.02,1,0,1,0,20
19,3,13,4,0,10,0,16.22,1,0,1,0,12
7,14,23,15,26,15,0,1.97,0,0,0,0,12
21,9,4,23,18,0,0,2.45,1,0,0,0,7
16,28,7,6,8,3,1,4.67,0,1,1,1,19
0,19,6,16,25,2,1,2.62,0,1,0,0,19
15,12,0,20,18,5,0,313.47,0,0,1,1,17
25,10,5,9,13,2,1,0.75,0,1,0,0,5
2,18,8,3,12,12,1,0.53,0,1,1,1,26
5,7,21,25,4,4,1,0.55,0,1,1,0,11
26,18,6,13,11,13,0,3.64,0,0,1,1,20
25,26,5,13,7,11,0,58.15,0,1,1,1,14
20,3,23,16,4,19,1,0.06,0,0,1,0,9
27,0,28,15,7,27,1,0.09,1,0,0,0,9
8,23,20,2,21,21,1,0.02,0,0,0,0,16
23,13,8,9,22,26,0,17.3,0,1,1,1,1
13,28,23,19,25,18,0,74.31,1,0,1,1,22
3,28,20,12,19,18,0,0.33,0,1,1,1,16
15,21,2,6,14,0,1,0.01,1,0,1,1,8
11,13,28,24,23,9,1,29.11,0,0,0,0,7
28,7,1,24,0,17,1,0.0,0,0,1,0,0
2,14,19,12,5,24,0,2016.21,0,1,1,1,5
24,24,20,20,16,23,1,42.83,0,1,0,0,5
15,8,3,0,9,6,0,0.0,1,0,1,1,5
10,21,3,13,19,22,1,0.31,0,1,0,0,14
24,3,21,3,22,6,0,355.26,0,0,1,0,4
18,15,10,9,25,7,1,5.51,0,0,1,1,3
3,25,24,22,10,8,0,5.3,0,1,1,1,20
10,23,5,5,2,12,0,0.04,0,1,0,0,16
17,25,10,6,22,17,0,0.0,0,0,1,1,19
5,15,2,28,5,18,0,0.04,0,0,0,0,19
14,16,22,20,2,1,1,0.94,0,0,1,1,9
21,27,16,10,7,5,1,7.15,0,0,1,1,28
16,12,0,11,11,23,0,0.1,0,0,0,0,3
7,12,23,4,14,21,1,0.0,0,1,1,1,15
18,6,18,6,12,22,1,0.01,0,1,0,0,4
8,16,18,0,3,18,1,3.12,1,0,1,0,8
23,18,8,2,1,4,0,8.03,1,0,1,1,15
2,10,2,2,8,6,1,0.2,0,1,1,0,1
6,13,3,9,17,6,1,361.53,0,1,0,0,9
0,22,19,25,17,7,0,0.07,0,0,0,0,15
27,17,25,3,12,9,1,0.04,0,0,0,0,18
16,25,6,5,6,7,1,0.01,0,1,0,0,12
13,22,19,17,18,1,1,1.43,0,1,0,0,22
20,0,9,3,8,9,0,11.85,0,0,0,0,11
4,2,27,9,13,11,1,26.76,1,0,0,0,6
28,20,21,8,9,15,1,4.99,0,0,1,1,9
15,1,18,12,6,5,0,31.39,0,1,0,0,9
26,26,2,8,27,18,1,0.77,0,1,0,0,5
10,19,17,19,9,2,0,0.01,1,0,1,0,9
13,16,11,7,3,14,0,0.01,0,0,1,1,17
27,5,27,24,12,24,0,10.34,0,1,0,0,6
20,20,25,21,9,6,1,0.34,0,0,1,1,20
27,24,20,18,1,9,1,0.01,1,0,1,1,12
10,0,20,20,6,20,0,15.03,0,1,0,0,7
6,9,20,23,3,4,1,2.54,0,1,1,0,16
13,18,3,3,9,17,1,10.94,1,0,1,1,25
22,10,3,13,13,12,0,0.36,1,0,0,0,12
12,17,10,2,7,1,1,34.97,1,0,1,1,18
12,13,0,26,1,15,0,0.04,0,1,0,0,4
21,1,16,26,18,18,0,5.19,1,0,0,0,10
17,11,24,22,2,2,0,0.08,0,1,1,1,6
11,23,11,26,11,7,0,0.06,0,1,1,1,5
12,14,16,9,24,7,1,0.34,0,0,0,0,3
10,5,14,4,4,0,1,1.34,0,0,1,1,14
1,2,1,1,7,22,0,2.06,1,0,1,0,12
26,14,6,21,27,28,1,0.51,0,0,1,1,18
0,8,11,5,28,18,1,3.65,1,0,1,1,13
25,3,24,21,28,4,1,0.43,1,0,1,0,6
13,6,9,22,26,3,0,18.93,1,0,1,1,6
19,16,28,9,18,11,0,0.81,0,1,1,0,16
9,1,27,20,0,17,1,0.57,1,0,1,0,0
24,5,17,1,11,2,1,0.23,1,0,1,1,13
0,5,5,21,0,15,0,0.78,1,0,1,1,9
4,9,11,28,10,27,1,2.36,0,0,1,1,0
10,26,24,7,3,10,0,40.14,0,1,0,0,22
2,22,2,6,6,27,0,43.64,0,1,1,1,21
12,4,19,8,8,25,1,2.12,1,0,1,1,9
9,28,20,26,0,10,0,8.46,0,0,0,0,10
4,17,14,27,7,18,0,1.69,0,0,0,0,17
20,26,18,26,17,26,0,10.18,0,0,0,0,25
21,13,13,25,27,18,0,1.52,0,0,0,0,13
1,28,22,18,4,20,0,0.01,0,0,0,0,20
27,8,27,1,28,4,1,0.15,0,0,1,1,16
28,19,28,19,28,13,1,0.01,0,1,1,0,1
16,5,10,26,27,24,1,0.12,1,0,0,0,2
27,1,21,12,6,17,0,65.19,0,1,0,0,-7
18,2,5,0,1,23,0,0.02,0,0,1,0,12
4,1,18,1,11,17,1,4383.74,0,0,1,0,-5
24,22,20,20,5,17,0,4.1,0,1,0,0,8
13,3,0,2,1,18,1,30.43,1,0,0,0,13
27,6,17,5,6,21,0,230.88,0,1,0,0,-2
12,8,4,16,3,5,0,0.84,0,1,0,0,12
21,4,26,10,17,6,1,0.51,0,0,1,1,11
28,8,9,24,17,18,0,30.27,0,1,0,0,4
9,20,26,12,1,25,0,0.58,1,0,1,1,26
20,21,20,24,9,16,1,1.08,1,0,0,0,17
25,8,26,25,13,22,0,1.56,0,1,1,1,-2
8,15,19,26,11,15,1,10.32,1,0,1,1,11
6,25,25,0,1,18,0,1.62,0,0,0,0,20
13,17,16,9,28,11,1,63.94,0,1,0,0,6
16,0,6,26,19,7,0,0.84,0,1,0,0,8
1,4,4,19,16,13,1,0.53,0,1,1,0,12
10,0,5,25,26,16,0,0.48,1,0,1,0,9
28,15,12,1,10,17,1,10.14,0,0,0,0,15
10,0,23,24,13,16,0,0.47,0,1,0,0,-5
11,11,13,17,12,7,1,1.04,1,0,1,1,6
14,7,28,21,13,27,0,0.04,0,0,0,0,2
28,24,10,0,25,23,1,0.02,0,1,1,1,33
18,21,21,24,18,26,1,0.04,0,1,0,0,22
25,0,14,12,6,7,0,0.12,0,0,1,0,0
15,12,12,21,15,28,0,0.05,1,0,1,1,11
24,7,24,10,2,11,1,0.05,1,0,0,0,9
25,3,20,10,1,13,1,48.81,0,0,1,1,8
3,4,17,14,27,26,1,0.93,0,1,0,0,0
6,15,9,20,20,27,1,5.44,1,0,1,1,8
25,10,17,27,21,28,0,1.72,0,0,1,1,-2
27,18,3,26,3,1,0,2793.11,1,0,1,1,23
3,25,13,24,1,26,0,15.51,0,1,1,1,8
2,2,28,7,15,9,0,8.11,1,0,1,1,9
24,16,10,14,22,26,1,0.1,1,0,0,0,9
16,24,18,27,26,8,0,2.04,1,0,0,0,22
1,2,2,24,11,6,1,50.23,1,0,0,0,4
28,14,19,5,1,12,0,1.21,0,0,0,0,13
15,11,25,11,4,18,1,23.8,1,0,0,0,7
14,1,11,10,16,7,0,150.07,1,0,1,1,3
7,4,0,4,17,21,0,1.51,0,0,0,0,-1
19,23,13,5,3,8,0,2.55,0,1,0,0,20
12,7,1,28,15,7,0,1.38,0,0,1,0,13
28,28,25,10,6,16,0,4.16,0,1,0,0,22
13,1,20,22,9,15,1,112.29,0,1,0,0,1
4,17,8,8,21,11,0,3.67,1,0,1,0,8
26,16,17,11,2,12,1,6.91,0,0,1,1,14
7,0,14,9,10,2,0,6.22,0,0,1,0,9
6,13,13,22,27,16,0,0.12,0,0,0,0,6
22,3,2,23,10,24,0,3.03,0,0,0,0,-1
6,7,10,8,23,10,0,0.18,1,0,0,0,9
16,18,14,19,5,21,1,0.4,0,1,1,1,17
23,4,22,14,19,26,1,1.62,1,0,0,0,9
0,6,1,27,1,15,1,0.04,0,0,0,0,17
9,8,0,25,17,19,0,0.25,1,0,1,1,14
19,26,21,3,14,7,1,0.42,0,1,1,1,27
6,16,0,18,13,18,1,6.49,1,0,0,0,17
27,11,5,9,3,6,1,1.16,0,1,0,0,4
9,0,2,4,3,9,1,6.43,0,0,1,1,0
28,8,21,26,3,1,1,0.02,0,1,0,0,6
6,2,26,19,21,1,0,58.33,1,0,0,0,8
20,15,23,9,18,21,1,0.01,1,0,1,0,-1
22,16,2,5,2,5,0,31.02,0,1,0,0,8
19,15,9,25,17,23,1,0.22,0,0,0,0,15
1,25,19,4,18,9,0,20.24,0,1,1,1,30
28,18,9,19,1,8,1,5.67,0,0,1,1,6
7,24,23,20,14,17,0,6.2,0,1,0,0,15
16,16,16,2,5,0,1,3.22,0,0,0,0,7
26,13,21,17,4,20,1,6.68,0,0,1,0,10
2,18,20,11,23,13,0,0.69,0,1,0,0,3
25,18,23,17,18,27,1,5.03,0,0,0,0,6
18,14,1,24,12,11,0,649.4,0,0,1,1,-1
8,26,2,11,18,21,1,0.54,1,0,0,0,23
14,0,11,22,24,21,0,0.05,0,1,0,0,-3
27,20,21,5,15,22,0,4.12,1,0,0,0,1
11,18,10,14,6,14,1,11.82,1,0,0,0,9
1,3,19,7,16,24,0,0.02,1,0,1,0,-4
25,5,2,20,24,9,0,0.0,1,0,1,0,-1
27,23,24,24,27,2,0,0.57,0,0,0,0,11
8,0,4,19,22,27,0,0.21,0,0,0,0,-3
12,24,11,24,10,2,1,0.06,0,0,0,0,13
5,25,18,7,0,2,0,2.92,0,1,0,0,20
8,3,12,19,4,3,0,22.79,0,0,1,0,-2
7,17,22,20,21,15,0,31.78,0,0,1,1,16
13,16,18,25,27,21,1,0.58,0,0,0,0,5
15,11,15,21,1,3,1,0.12,0,1,0,0,-1
9,22,7,4,4,28,1,19.15,1,0,0,0,13
23,28,19,1,6,15,1,1.54,0,0,1,0,13
5,11,15,7,3,28,1,0.05,0,1,0,0,0
19,0,14,6,6,17,0,0.13,1,0,0,0,9
28,22,25,22,24,18,0,0.35,0,1,1,1,11
18,1,20,5,16,13,1,0.0,1,0,0,0,3
24,4,3,17,28,23,0,0.02,0,1,1,1,10
4,23,15,21,25,9,0,545.8,0,1,1,1,17
18,11,21,2,19,10,1,0.86,1,0,1,0,0
18,6,1,13,26,11,1,1.35,1,0,0,0,5
14,2,13,11,2,3,1,0.03,1,0,0,0,13
15,0,13,13,16,14,0,9.56,1,0,0,0,3
14,2,6,28,11,15,1,4.21,0,0,0,0,4
15,28,20,3,21,4,0,0.17,1,0,1,1,22
1,18,6,13,5,16,1,0.73,0,0,0,0,11
24,24,18,24,25,18,1,0.01,0,1,1,1,27
2,16,6,12,19,11,1,0.34,0,0,0,0,4
3,5,20,1,24,4,1,1.54,0,1,0,0,-1
18,27,8,2,10,2,1,1.25,0,0,0,0,18
4,22,21,9,26,28,1,0.78,1,0,0,0,19
9,7,12,22,9,9,0,0.01,0,0,1,0,-1
5,19,19,2,3,28,1,0.4,0,0,1,0,4
8,1,2,27,22,19,1,10.83,1,0,0,0,9
8,17,17,25,11,24,0,0.01,0,1,0,0,17
13,23,15,20,6,1,1,22.17,0,0,1,0,9
20,28,20,7,3,19,0,0.74,0,1,1,1,26
16,16,25,0,26,5,1,22.1,0,1,1,1,15
15,0,2,11,9,28,1,1.15,0,0,0,0,-5
23,3,22,19,1,9,1,0.96,1,0,0,0,1
21,15,16,25,10,16,1,0.03,1,0,1,1,13
17,5,20,3,25,18,1,0.05,0,1,0,0,-3
20,27,3,8,14,9,1,0.7,1,0,1,1,34
18,28,1,0,1,6,0,0.34,1,0,0,0,21
28,6,10,10,16,16,0,2.53,0,0,0,0,8
26,20,14,15,4,18,1,136.15,0,0,1,1,7
24,18,13,27,6,11,1,1.94,1,0,0,0,12
11,0,20,20,6,28,0,7.1,0,0,1,1,-8
26,8,8,28,12,28,0,0.01,1,0,0,0,7
23,4,23,27,10,10,0,0.72,0,1,1,0,-3
12,7,19,0,16,24,0,0.05,1,0,1,1,19
3,2,13,16,28,1,0,0.0,1,0,0,0,-6
22,17,8,11,22,23,1,0.6,0,1,1,1,14
25,7,11,6,10,12,1,0.91,0,1,1,0,-2
3,5,17,13,16,2,0,0.22,0,1,0,0,4
10,3,25,6,28,27,1,0.94,1,0,0,0,5
16,9,18,23,10,0,1,205.94,1,0,1,1,17
7,28,18,18,22,6,0,12.6,0,0,0,0,12
26,17,8,22,16,9,1,14.67,0,0,0,0,5
15,1,12,10,28,8,1,0.19,0,1,1,1,-2
24,8,23,23,12,7,1,0.04,0,0,0,0,11
19,2,14,19,25,4,1,22.8,0,1,0,0,6
24,24,5,14,3,3,0,0.0,0,1,1,1,11
24,18,20,0,7,3,1,0.04,1,0,0,0,5
25,23,21,22,15,11,1,0.58,0,0,0,0,14
17,18,15,25,8,24,1,2.68,0,1,0,0,9
21,19,12,9,20,12,0,0.04,0,1,0,0,15
22,0,26,24,14,25,1,0.29,0,0,1,0,1
8,17,14,14,17,12,1,0.89,0,0,0,0,7
25,11,8,11,18,22,0,0.07,0,0,1,1,21
12,22,15,18,26,23,1,7.83,0,1,0,0,7
23,23,28,23,12,2,1,9.13,0,1,1,1,19
17,9,20,0,12,8,1,0.69,0,1,0,0,14
7,5,16,5,24,0,1,0.02,1,0,0,0,13
17,5,13,18,26,24,0,0.33,1,0,1,1,5
17,6,4,16,22,23,0,0.03,0,0,1,0,15
6,2,1,21,17,6,0,0.01,0,1,1,0,0
13,21,8,8,24,24,1,1.16,0,0,0,0,2
7,6,22,1,20,8,1,6.99,0,1,1,1,12
20,20,17,20,19,5,0,0.02,0,1,0,0,12
16,25,6,17,24,27,0,0.03,0,1,0,0,5
4,22,16,8,20,22,0,6.27,1,0,0,0,20
17,24,9,7,15,8,0,0.01,0,0,1,1,20
9,2,19,11,10,23,0,0.11,1,0,0,0,5
12,6,11,2,16,28,0,3.5,0,0,0,0,0
13,21,18,26,14,24,0,0.01,0,0,1,1,9
17,28,13,25,26,27,0,1.18,0,0,0,0,7
15,0,5,27,25,10,0,0.53,0,1,1,0,1
7,1,18,14,4,21,0,2.03,0,1,0,0,4
9,2,11,21,16,9,0,0.24,0,1,1,0,-7
3,24,26,1,12,25,0,2.52,1,0,0,0,11
8,1,6,23,26,12,0,49.7,0,0,0,0,15
1,5,9,2,15,10,0,0.37,0,0,1,1,7
10,6,15,18,13,20,0,6.99,0,0,0,0,-2
20,24,9,27,9,11,1,0.04,0,1,0,0,4
22,19,13,16,25,12,0,66.94,0,1,0,0,15
20,18,18,23,28,1,1,0.35,1,0,1,1,18
0,17,13,14,10,9,0,130.82,0,0,0,0,12
5,18,26,16,11,26,1,41.91,1,0,0,0,8
17,11,10,21,7,26,0,2.09,1,0,1,1,14
3,19,16,11,4,12,1,3.25,1,0,1,1,13
13,13,5,8,16,14,1,0.12,0,0,1,0,3
27,15,0,23,7,23,0,0.05,0,0,1,1,11
12,17,21,27,24,17,0,3.48,0,1,0,0,18
7,12,22,7,17,14,1,2.03,1,0,1,1,14
18,25,22,22,26,16,0,0.12,0,1,0,0,19
12,15,21,19,0,0,0,64.01,0,1,0,0,5
7,13,3,15,23,24,0,0.45,0,1,1,1,10
12,17,9,4,6,7,1,4.76,1,0,1,1,9
17,3,12,5,20,23,1,0.18,0,1,0,0,-2
2,27,27,27,11,27,1,0.28,0,1,1,0,23
21,17,8,15,0,18,1,0.26,0,0,1,1,21
9,8,10,16,2,21,0,0.22,0,1,0,0,-5
0,2,22,22,24,13,1,48.13,1,0,0,0,-3
8,14,6,26,14,28,1,0.01,0,1,1,1,2
5,25,13,3,17,2,1,0.08,1,0,0,0,19
19,2,7,13,22,8,1,1.63,1,0,1,0,10
4,26,20,3,0,17,0,39.65,0,0,0,0,21
27,18,17,23,7,18,0,0.01,1,0,0,0,4
1,3,21,19,22,15,0,0.01,0,0,0,0,5
26,1,19,22,3,11,1,74.45,0,1,1,1,6
19,10,18,12,5,14,0,17.43,0,1,1,1,11
12,0,27,10,19,27,1,0.02,0,1,1,1,9
0,10,19,18,16,12,0,25.72,0,1,0,0,5
22,25,14,9,26,3,1,0.09,1,0,1,1,28
20,17,3,21,18,0,0,1.01,0,1,0,0,11
1,21,10,0,10,17,0,0.23,1,0,1,1,26
24,5,22,13,1,1,0,3.32,0,1,0,0,13
4,12,14,14,21,13,0,0.0,0,0,0,0,17
25,2,15,15,1,7,0,5.52,0,1,1,0,0
27,17,14,25,13,7,1,0.16,0,0,1,1,10
12,8,26,5,12,13,1,0.1,0,1,1,0,16
26,5,25,21,5,5,1,0.02,0,0,1,0,3
14,8,2,1,13,2,0,10.4,1,0,0,0,4
26,7,14,20,12,7,1,0.0,1,0,0,0,-1
16,17,16,3,24,1,1,0.09,1,0,0,0,15
28,21,28,27,1,0,0,0.48,0,0,0,0,18
11,16,6,5,3,20,0,0.15,1,0,0,0,16
25,2,21,26,11,13,0,10.41,0,0,0,0,15
0,4,10,15,21,0,0,41.14,1,0,0,0,13
11,12,16,14,10,27,0,0.09,0,1,1,0,3
0,24,0,28,16,22,0,4.09,0,0,1,1,11
3,16,6,0,1,26,0,1.98,0,1,1,1,19
23,13,17,6,23,8,1,142.81,0,0,0,0,3
8,28,11,7,17,7,1,0.88,0,1,0,0,23
0,21,27,12,18,9,0,25.25,1,0,0,0,17
8,23,20,4,28,23,0,0.01,0,1,0,0,11
17,26,8,3,6,12,1,0.26,0,1,0,0,25
27,23,3,23,18,10,0,0.08,0,1,0,0,17
3,7,18,12,28,0,1,1.03,1,0,1,0,13
19,15,0,10,28,21,0,0.11,0,1,1,1,16
5,4,22,11,26,19,1,0.57,0,1,1,1,4
17,4,13,1,13,14,1,0.25,1,0,0,0,-5
24,6,28,1,8,12,0,1.58,0,1,0,0,0
3,9,7,13,19,14,0,37.67,0,0,0,0,2
10,21,9,0,2,18,0,19.06,0,1,1,1,18
8,9,24,24,26,2,0,0.03,1,0,1,1,9
5,4,13,13,28,13,0,9.72,0,0,1,1,14
20,8,4,24,6,19,0,0.51,0,0,0,0,0
8,11,14,4,12,19,1,0.02,0,0,0,0,11
11,5,11,13,6,0,1,5.0,0,0,0,0,4
0,27,18,2,14,23,0,0.01,0,1,0,0,19
19,26,20,3,21,5,1,0.02,1,0,0,0,8
12,17,16,0,2,12,1,15.58,1,0,0,0,20
0,8,28,7,3,20,1,1.64,0,0,1,0,-3
0,4,25,25,15,19,1,0.52,0,1,1,0,-3
28,16,24,7,12,21,0,67.86,0,1,1,1,11
21,19,2,27,20,27,0,0.31,0,1,0,0,12
20,1,25,21,20,20,1,0.16,0,0,0,0,3
13,15,27,3,13,11,0,2.0,1,0,0,0,18
0,17,20,1,16,9,1,0.23,0,1,1,1,6
5,9,6,27,28,4,0,0.84,0,1,1,1,2
22,20,27,16,22,28,1,4.56,0,1,1,1,22
13,0,23,27,4,27,0,0.22,1,0,0,0,-6
7,4,3,7,23,12,0,0.64,0,0,0,0,4
6,24,7,7,23,20,1,0.0,0,0,1,0,7
18,10,13,28,28,27,1,3.38,0,1,0,0,10
15,20,1,7,21,22,1,0.03,1,0,0,0,13
15,2,24,23,0,9,1,0.3,1,0,1,1,6
8,6,24,5,18,20,1,0.06,1,0,0,0,9
6,15,2,12,5,1,0,0.0,0,0,0,0,1
10,12,16,10,10,16,1,0.53,0,1,1,1,3
12,24,19,24,28,21,0,0.2,0,1,0,0,13
4,3,2,25,4,25,1,0.34,0,1,0,0,0
18,0,22,26,8,9,0,10.38,0,1,1,0,0
0,26,25,20,2,8,0,15.95,0,1,1,1,25
9,27,8,11,19,12,1,1.22,0,0,1,1,28
12,16,5,1,6,19,1,0.03,0,1,0,0,2
3,7,25,25,24,11,1,0.86,0,1,1,1,13
10,20,13,10,14,4,0,0.03,1,0,0,0,10
4,13,21,10,13,6,0,6.91,0,1,1,1,19
17,14,4,11,24,13,1,529.43,0,1,1,1,12
4,10,24,23,21,8,1,0.02,1,0,0,0,4
22,18,12,5,27,16,0,1.14,1,0,1,0,1
25,25,3,22,25,23,0,1.38,0,1,1,0,13
18,22,14,13,6,16,1,24.84,1,0,1,1,17
19,15,13,16,9,27,0,3.33,0,0,0,0,9
25,1,20,22,15,10,1,0.05,0,0,0,0,3
12,10,14,8,18,19,0,88.21,0,0,1,1,12
17,13,1,0,28,12,0,1.31,0,0,0,0,16
10,23,2,22,12,22,1,0.52,1,0,1,1,24
9,3,9,17,25,19,0,12.74,0,1,1,1,4
14,18,0,7,11,0,1,0.05,0,0,0,0,3
10,10,22,22,6,15,0,9.72,0,1,0,0,1
12,21,1,9,16,3,0,16.98,0,1,1,1,23
1,16,1,22,24,20,0,4.72,0,0,0,0,19
19,20,18,25,15,27,1,0.2,1,0,0,0,21
11,11,7,13,1,18,1,301.28,0,1,1,1,3
3,21,16,25,13,12,1,0.38,1,0,0,0,5
25,27,18,6,3,13,1,3341.0,0,1,0,0,22
28,22,3,9,22,25,1,0.11,1,0,0,0,17
14,23,13,14,20,21,1,0.07,0,1,1,0,5
9,15,26,4,23,9,0,0.33,0,0,1,1,15
13,19,14,10,16,5,1,0.08,0,0,0,0,20
12,1,12,27,16,3,1,59.16,1,0,0,0,7
3,12,21,9,4,17,0,33.93,0,0,0,0,9
4,1,3,20,21,1,1,23.38,0,0,1,1,10
12,4,20,16,27,23,1,0.01,1,0,1,0,-5
10,10,20,1,4,28,1,0.39,1,0,1,1,5
9,27,17,24,21,6,1,0.01,0,0,0,0,12
28,22,20,17,19,21,1,3.28,1,0,1,1,12
13,5,10,10,11,27,1,2.37,0,0,0,0,2
21,6,27,16,28,6,0,0.03,0,1,0,0,0
27,13,28,9,25,11,1,71.35,1,0,1,0,5
21,12,6,23,22,24,1,2287.88,0,1,0,0,6
28,10,3,16,26,3,0,46.54,1,0,0,0,1
2,16,25,21,9,11,1,1.05,1,0,0,0,4
20,28,15,11,19,3,1,0.04,0,1,0,0,6
24,13,8,20,10,24,1,6.06,0,0,0,0,15
1,10,2,27,19,17,0,0.07,0,0,1,1,12
23,22,28,20,25,25,1,1.95,0,1,0,0,5
20,15,7,18,0,5,1,0.0,1,0,1,1,20
14,8,28,25,18,13,0,0.01,1,0,0,0,-1
2,12,23,27,24,7,0,2.21,0,0,1,1,3
22,26,24,21,23,17,1,3.65,0,0,1,1,14
8,24,1,18,3,3,1,0.08,1,0,1,1,20
20,3,22,1,22,14,1,0.0,0,0,0,0,7
6,7,10,13,1,21,0,0.01,0,0,1,0,0
13,2,22,7,4,24,1,0.14,0,1,0,0,-1
10,16,18,27,15,1,0,0.05,0,0,0,0,0
4,5,23,4,11,6,0,1.47,0,0,1,0,0
19,11,18,20,1,0,1,0.01,0,0,1,0,1
8,12,0,23,2,6,0,21.77,0,0,1,1,5
6,4,12,14,14,8,1,398.41,1,0,1,1,11
9,18,1,20,21,10,0,1.51,1,0,1,1,15
6,25,11,23,6,28,0,32.16,1,0,1,1,9
18,15,1,4,11,11,1,14.75,0,0,1,1,12
24,0,9,17,6,14,0,9.81,1,0,1,0,-2
9,18,21,28,4,28,0,68.38,1,0,0,0,16
12,4,25,27,2,26,0,15.06,1,0,0,0,-2
18,26,16,24,3,3,1,0.11,1,0,0,0,21
2,14,8,8,8,7,0,0.07,0,0,1,1,7
12,21,21,25,5,2,1,0.69,1,0,0,0,2
27,14,4,5,25,3,1,17.7,1,0,1,1,17
24,5,5,2,13,26,0,9.55,0,1,0,0,-3
2,25,4,0,16,8,1,4.6,0,0,1,1,32
6,17,26,4,6,15,1,0.47,0,1,1,1,6
22,7,13,16,5,7,0,35.45,1,0,0,0,5
10,12,22,7,6,3,0,10.35,1,0,0,0,10
20,28,27,20,11,4,1,7.19,1,0,1,0,26
22,25,6,18,10,1,0,0.19,1,0,0,0,12
19,24,7,20,8,7,0,2176.59,0,0,0,0,13
3,28,6,22,8,3,1,0.93,0,1,1,1,28
10,1,22,20,18,13,0,0.97,1,0,0,0,-8
1,22,8,11,2,2,0,3.42,0,0,0,0,18
10,16,14,0,14,15,0,0.25,1,0,0,0,16
4,5,10,17,12,1,1,0.0,0,1,0,0,0
1,8,13,5,21,11,0,11.31,1,0,0,0,11
14,4,26,18,20,15,0,0.37,1,0,0,0,9
19,14,22,7,13,28,1,0.88,1,0,1,1,8
16,5,25,10,23,27,0,0.06,1,0,1,0,2
0,21,5,27,18,17,0,0.01,0,1,0,0,13
8,22,16,10,13,28,0,40.98,1,0,0,0,7
20,18,4,26,27,2,1,1.93,0,0,1,0,14
28,23,19,10,25,15,0,0.86,1,0,1,0,10
25,28,22,2,25,15,0,4.99,0,1,0,0,14
1,11,25,4,12,23,0,2.13,0,0,0,0,1
23,21,16,8,26,28,0,0.22,1,0,0,0,2
4,28,8,11,18,22,0,1.18,1,0,0,0,22
3,20,3,1,5,4,0,0.16,0,0,1,1,17
18,15,22,12,2,14,1,0.31,1,0,0,0,12
7,22,3,9,13,3,1,5.84,0,0,0,0,18
7,28,25,6,5,6,1,0.1,0,0,1,1,30
21,23,24,26,27,0,0,0.03,0,1,0,0,5
14,26,18,15,14,1,1,1.33,0,1,1,1,17
14,19,0,28,25,20,0,237.41,0,0,1,1,20
19,18,5,14,0,10,1,1.62,0,1,1,1,10
1,3,24,4,22,25,0,0.2,0,0,1,0,13
10,26,6,5,12,1,1,157.04,1,0,0,0,8
2,23,10,2,7,13,1,2.17,0,0,0,0,20
21,16,17,7,26,9,0,19.78,0,0,0,0,8
25,12,12,20,13,18,1,0.4,0,1,0,0,12
16,1,22,0,10,16,1,35.1,0,1,0,0,1
2,9,3,18,10,8,0,1.34,0,0,1,1,4
23,13,7,16,28,20,1,0.04,0,0,0,0,3
20,2,20,18,25,8,0,0.11,1,0,0,0,0
