treated,age,educ,nodegree,married,black,hisp,moa,re75,re76,re77,re78,re79,re74,afdc75,nchildren75,zero74,zero75,redif,lalonde,psid1,psid2,sample_lalonde,sample_dw,sample_early,sample
0,26,9,1,0,1,0,-7,0,0,562.4621,9072.727,9776.032,0,1,1,1,1,9776.032,1,0,0,1,1,,1
0,37,8,1,0,1,0,-12,0,0,3202.782,163.7327,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,30,12,0,0,1,0,-15,8395.77,0,6669.567,16381.91,19749.94,6962.591,1,3,0,0,11354.17,1,0,0,1,1,1,1
0,43,8,1,0,1,0,-21,0,0,1255.665,,7782.478,0,1,4,1,1,7782.478,1,0,0,1,1,1,1
1,47,8,1,0,1,0,-7,0,0,5120.909,11589.95,8385.125,0,1,3,1,1,8385.125,1,0,0,1,1,,1
0,32,12,0,0,1,0,-18,2305.436,916.6774,0,,8991.102,4610.871,1,2,0,0,6685.666,1,0,0,1,1,1,1
1,25,12,0,0,1,0,-16,476.6325,3454.815,6733.308,,0,714.9488,1,1,0,0,-476.6325,1,0,0,1,1,1,1
0,26,12,0,0,1,0,-11,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,39,8,1,0,1,0,-16,0,2908.306,6836.038,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
0,35,11,1,0,1,0,-16,0,0,0,,8672.55,0,1,1,1,1,8672.55,1,0,0,1,1,1,1
0,33,10,1,0,0,0,-12,662.904,0,0,150.3621,0,662.904,1,1,0,0,-662.904,1,0,0,1,,,1
0,32,8,1,0,0,1,-6,0,0,0,4477.373,9730.356,0,1,3,1,1,9730.356,1,0,0,1,1,,1
0,25,10,1,0,1,0,-13,0,0,0,0,5370.157,0,1,1,1,1,5370.157,1,0,0,1,1,1,1
1,45,14,0,0,1,0,-14,7894.033,1511.64,10307.59,,,9472.84,1,1,0,0,,0,0,0,1,1,1,1
0,38,12,0,0,1,0,-14,0,0,0,576.9619,0,0,1,4,1,1,0,1,0,0,1,1,1,1
0,30,9,1,0,1,0,-13,0,0,0,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,32,10,1,0,0,1,-12,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,,1
1,29,12,0,0,1,0,-7,0,0,4415.336,,2198.878,0,1,2,1,1,2198.878,1,0,0,1,1,,1
1,21,9,1,1,1,0,-7,3932.895,1638.706,3901.455,0,4949.743,3932.895,1,1,0,0,1016.848,1,0,0,1,,,1
0,42,10,1,0,1,0,-9,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,25,11,1,0,1,0,-14,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,45,10,1,0,1,0,-16,0,0,0,,,0,1,3,1,1,,0,0,0,1,1,1,1
1,28,7,1,0,0,1,-13,0,694.2947,,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,26,11,1,0,1,0,-16,0,2406.244,6095.854,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,47,12,0,0,1,0,-10,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,,1
1,34,10,1,0,0,1,-9,0,0,,,11550.23,0,1,4,1,1,11550.23,1,0,0,1,1,,1
0,41,12,0,0,1,0,-16,0,0,0,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,32,12,0,0,1,0,-12,0,0,7744.323,,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,35,12,0,0,1,0,-6,11921.52,12258.31,14140.08,16559.84,14571.87,11921.52,1,2,0,0,2650.343,1,0,0,1,,,1
0,39,10,1,0,1,0,-11,9835.451,819.6209,0,0,1263.169,9835.451,1,3,0,0,-8572.282,1,0,0,1,,,1
1,35,9,1,0,1,0,-15,0,2677.746,10255.61,3201.618,3472.699,0,1,5,1,1,3472.699,1,0,0,1,1,1,1
1,21,11,1,0,1,0,-5,0,0,969.2459,164.7047,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,36,10,1,0,1,0,-12,0,0,10292.36,11253.11,13071.75,0,1,2,1,1,13071.75,1,0,0,1,1,,1
0,29,9,1,0,1,0,-6,0,0,0,7070.371,10425.33,0,1,2,1,1,10425.33,1,0,0,1,1,,1
1,20,10,1,0,1,0,-15,1740.702,1187.7,0,0,3273.816,2320.937,1,1,0,0,1533.114,1,0,0,1,1,1,1
0,34,8,1,0,0,1,-10,0,0,,,7158.669,0,1,2,1,1,7158.669,1,0,0,1,1,,1
0,26,12,0,0,1,0,-10,3131.43,521.905,2495.063,10073.81,9030.26,3131.43,1,1,0,0,5898.83,1,0,0,1,,,1
0,29,10,1,0,1,0,-11,0,1808.444,645.2647,0,,0,1,4,1,1,,0,0,0,1,1,,1
1,29,10,1,0,1,0,-9,0,0,1786.726,0,,0,1,3,1,1,,0,0,0,1,1,,1
0,35,12,0,0,1,0,-12,0,0,324.1321,,0,0,1,6,1,1,0,1,0,0,1,1,,1
1,24,11,1,0,1,0,-10,0,0,7745.714,3057.644,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,28,12,0,0,1,0,-19,0,753.4904,0,,12510.39,0,1,1,1,1,12510.39,1,0,0,1,1,1,1
1,28,12,0,0,1,0,-5,2772.666,1617.388,2656.964,376.2356,,2772.666,1,1,0,0,,0,0,0,1,,,1
0,30,12,0,0,0,0,-15,0,,,0,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,43,12,0,0,1,0,-5,0,0,3294.99,5361.438,9258.505,0,1,3,1,1,9258.505,1,0,0,1,1,,1
1,33,8,1,0,1,0,-14,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,37,12,0,0,1,0,-16,0,0,1425.882,,,0,1,4,1,1,,0,0,0,1,1,1,1
1,32,12,0,0,1,0,-5,0,489.1938,4461.363,9755.35,9840.588,0,1,1,1,1,9840.588,1,0,0,1,1,,1
0,30,8,1,0,0,1,-8,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,,1
1,44,10,1,0,1,0,-8,0,229.0212,4905.767,,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,30,10,1,0,1,0,-13,0,2751.767,3167.274,1796.73,3861.148,0,1,5,1,1,3861.148,1,0,0,1,1,1,1
0,40,13,0,0,0,0,-14,0,0,13985.1,17306.51,16295.18,0,1,1,1,1,16295.18,1,0,0,1,1,1,1
0,29,13,0,0,1,0,-15,0,0,0,7090.39,11120.29,0,1,2,1,1,11120.29,1,0,0,1,1,1,1
1,36,12,0,0,1,0,-15,471.5126,2789.119,4861.775,7911.349,,476.7059,1,1,0,0,,0,0,0,1,1,1,1
1,27,10,1,0,1,0,-5,0,0,3657.225,5669.041,,0,1,2,1,1,,0,0,0,1,1,,1
1,34,11,1,0,1,0,-14,150.4902,4849.162,12505.28,13562.72,11467.86,0,1,2,1,0,11317.37,1,0,0,1,1,1,1
0,33,10,1,0,1,0,-19,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,26,11,1,0,1,0,-14,12114,7301.803,504.0669,623.9057,0,11580.64,1,3,0,0,-12114,1,0,0,1,1,1,1
1,44,10,1,0,1,0,-14,980.2643,1655.595,8268.823,129.3973,,1176.317,1,2,0,0,,0,0,0,1,1,1,1
1,33,11,1,0,1,0,-16,0,3325.038,6836.038,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,24,9,1,0,1,0,-22,3382.624,8956.191,1566.625,,2877.598,4856.7,1,1,0,0,-505.0264,1,0,0,1,1,1,1
1,25,11,1,0,1,0,-14,5296.153,1194.931,6941.728,107.4892,0,6355.384,1,1,0,0,-5296.153,1,0,0,1,1,1,1
1,28,8,1,0,1,0,-8,957.6,319.2,,,6179.236,957.6,1,5,0,0,5221.636,1,0,0,1,,,1
1,30,12,0,0,1,0,-15,2528.011,2159.469,7899.616,,11259.35,3370.681,1,1,0,0,8731.34,1,0,0,1,1,1,1
0,49,11,1,0,1,0,-15,0,0,0,0,0,0,1,5,1,1,0,1,0,0,1,1,1,1
1,35,11,1,0,1,0,-12,0,0,8935.722,0,,0,1,1,1,1,,0,0,0,1,1,,1
0,31,12,0,0,0,0,-17,1399.846,2825.854,7997.16,,2142.043,2399.736,1,2,0,0,742.197,1,0,0,1,1,1,1
0,28,11,1,0,1,0,-13,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,47,10,1,0,1,0,-13,0,0,5550.596,,9901.104,0,1,3,1,1,9901.104,1,0,0,1,1,1,1
0,34,12,0,0,1,0,-11,1745.274,145.4395,2365.07,0,4862.74,1745.274,1,1,0,0,3117.466,1,0,0,1,,,1
1,25,12,0,0,1,0,-13,0,712.0917,9888.491,,,0,1,1,1,1,,0,0,0,1,1,1,1
1,24,13,0,0,1,0,-23,13.97838,10018.01,17307.35,,16414.15,167.7406,1,1,0,0,16400.17,1,0,0,1,1,1,1
0,35,6,1,0,1,0,-16,0,0,0,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
1,24,10,1,0,1,0,-14,0,1720.706,8109.439,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,31,9,1,0,1,0,-20,0,8721.67,,,,0,1,7,1,1,,0,0,0,1,1,1,1
1,40,8,1,0,1,0,-18,0,5386.448,3059.046,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,-1,9,1,-1,0,1,,,,,,,,1,-1,0,0,,0,0,0,1,,,1
1,28,11,1,0,1,0,-5,0,0,,,,0,1,1,1,1,,0,0,0,1,1,,1
1,33,9,1,0,0,1,-20,0,0,0,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
1,42,12,0,0,1,0,-15,0,,,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,36,11,1,0,1,0,-11,0,0,0,8451.804,5746.667,0,1,2,1,1,5746.667,1,0,0,1,1,,1
1,24,10,1,0,1,0,-12,0,0,3015.764,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,34,10,1,0,1,0,-13,0,1776.352,,,,0,1,4,1,1,,0,0,0,1,1,1,1
0,30,12,0,0,1,0,-7,0,0,9885.377,13245.93,8852.882,0,1,1,1,1,8852.882,1,0,0,1,1,,1
1,24,11,1,0,1,0,-13,0,824.4993,6819.965,,17430.9,0,1,1,1,1,17430.9,1,0,0,1,1,1,1
0,41,10,1,0,1,0,-21,0,0,0,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,28,9,1,0,1,0,-20,0,6753.964,3498.188,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,37,12,0,0,1,0,-13,3955.747,0,0,,0,4315.36,1,1,0,0,-3955.747,1,0,0,1,1,1,1
1,32,7,1,0,0,1,-11,0,0,9367.668,15334.88,1752.061,0,1,3,1,1,1752.061,1,0,0,1,1,,1
0,19,12,0,0,1,0,-11,1080.058,1375.948,3059.172,8516.049,756.2907,1080.058,1,0,0,0,-323.7675,1,0,0,1,,,1
1,29,9,1,0,1,0,-7,3894.569,2207.142,5076.727,4269.684,0,3894.569,1,3,0,0,-3894.569,1,0,0,1,,,1
1,30,11,1,0,1,0,-11,871.7796,1586.362,,,,871.7796,1,4,0,0,,0,0,0,1,,,1
1,24,10,1,0,1,0,-7,0,0,6731.866,3770.396,3559.109,0,1,2,1,1,3559.109,1,0,0,1,1,,1
0,41,12,0,0,1,0,-19,913.0052,3537.847,,,9730.356,942.0085,1,2,0,0,8817.352,1,0,0,1,1,1,1
1,34,9,1,0,1,0,-12,0,0,8935.722,384.2792,5291.701,0,1,2,1,1,5291.701,1,0,0,1,1,,1
0,33,10,1,0,1,0,-11,13962.19,7217.12,2700.332,15681.12,17375.49,13962.19,1,4,0,0,3413.295,1,0,0,1,,,1
0,40,10,1,0,1,0,-19,0,0,0,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,53,11,1,0,1,0,-13,0,616.5917,7557.021,,,0,1,1,1,1,,0,0,0,1,1,1,1
1,40,11,1,0,1,0,-11,0,1875.403,4413.528,0,,0,1,1,1,1,,0,0,0,1,1,,1
0,34,11,1,0,1,0,-15,,,,,,0,1,2,1,0,,0,0,0,1,1,1,1
0,27,12,0,0,1,0,-11,0,0,5816.178,8624.646,12725.89,0,1,1,1,1,12725.89,1,0,0,1,1,,1
1,27,10,1,0,1,0,-11,4030.565,2562.956,,11433.25,9730.356,4030.565,1,1,0,0,5699.791,1,0,0,1,,,1
1,39,10,1,0,1,0,-10,0,0,4787.574,1104.469,8022.929,0,1,4,1,1,8022.929,1,0,0,1,1,,1
0,22,12,0,0,1,0,-13,0,645.2647,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,28,10,1,0,0,1,-9,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,25,8,1,0,1,0,-14,0,716.9717,1754.948,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,44,10,1,0,0,0,-12,0,0,5593.09,9062.943,11606.92,0,1,2,1,1,11606.92,1,0,0,1,1,,1
0,40,3,1,0,0,1,-12,0,0,4600.443,,,0,1,1,1,1,,0,0,0,1,1,,1
1,40,10,1,0,1,0,-15,0,2159.469,1413.81,189.6993,543.7814,0,1,1,1,1,543.7814,1,0,0,1,1,1,1
1,28,9,1,0,1,0,-8,0,0,1713.995,,,0,1,2,1,1,,0,0,0,1,1,,1
0,31,9,1,1,1,0,-15,0,0,0,0,0,0,1,5,1,1,0,1,0,0,1,1,1,1
1,35,10,1,0,0,0,-9,0,0,6551.283,,,0,1,2,1,1,,0,0,0,1,1,,1
0,25,10,1,0,1,0,-16,1238.203,1535.123,0,,0,0,1,1,1,0,-1238.203,1,0,0,1,1,1,1
1,29,11,1,0,0,1,-11,0,0,8110.408,776.3372,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,31,10,1,0,1,0,-14,0,0,0,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
1,36,10,1,0,1,0,-22,0,8701.022,12297.72,,10425.33,0,1,6,1,1,10425.33,1,0,0,1,1,1,1
1,53,8,1,0,1,0,-10,0,0,7056.385,0,2007.301,0,1,1,1,1,2007.301,1,0,0,1,1,,1
0,32,8,1,0,1,0,-5,4721.064,3682.806,972.9739,1207.622,6579.124,4721.064,1,6,0,0,1858.059,1,0,0,1,,,1
0,45,9,1,0,1,0,-8,0,0,0,1517.711,2169.61,0,1,1,1,1,2169.61,1,0,0,1,1,,1
0,30,12,0,0,1,0,-22,0,0,0,,1729.015,0,1,1,1,1,1729.015,1,0,0,1,1,1,1
1,30,10,1,0,1,0,-7,0,0,4558.242,2325.372,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,23,12,0,0,1,0,-7,0,0,,,4304.588,0,1,1,1,1,4304.588,1,0,0,1,1,,1
0,27,10,1,0,0,1,-8,0,0,4567.22,10187.73,12344.4,0,1,2,1,1,12344.4,1,0,0,1,1,,1
0,-1,10,1,-1,1,0,,,,,,,,1,-1,0,0,,0,0,0,1,,,1
1,29,12,0,0,1,0,-22,0,,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,33,11,1,0,1,0,-20,0,0,1450.279,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
0,47,8,1,0,0,1,-7,0,0,7645.726,12857.28,,0,1,1,1,1,,0,0,0,1,1,,1
1,26,10,1,0,0,1,-11,0,2846.584,7691.185,2346.934,,0,1,2,1,1,,0,0,0,1,1,,1
0,30,10,1,0,1,0,-19,0,4943.254,,,,0,1,4,1,1,,0,0,0,1,1,1,1
0,39,11,1,0,1,0,-15,994.7104,0,2650.4,8611.696,8616.519,1326.281,1,2,0,0,7621.808,1,0,0,1,1,1,1
1,26,9,1,0,1,0,-15,0,2807.315,8605.547,1611.84,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,24,8,1,0,1,0,-11,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,31,12,0,0,1,0,-10,0,0,7751.253,14955.77,14455.06,0,1,2,1,1,14455.06,1,0,0,1,1,,1
0,24,10,1,0,0,1,-5,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,43,11,1,0,1,0,-8,0,0,5472.906,,,0,1,1,1,1,,0,0,0,1,1,,1
0,41,11,1,0,1,0,-14,0,0,0,,,0,1,2,1,1,,0,0,0,1,1,1,1
1,34,11,1,0,1,0,-8,0,0,6382.623,9639.301,17843.98,0,1,3,1,1,17843.98,1,0,0,1,1,,1
0,33,12,0,0,1,0,-5,2562.864,2167.289,,,,2562.864,1,3,0,0,,0,0,0,1,,,1
0,38,12,0,0,1,0,-9,7286.668,4957.321,6769.068,23179.24,20155.68,7286.668,1,4,0,0,12869.02,1,0,0,1,,,1
1,37,15,0,0,1,0,-10,2855.121,2729.806,8278.469,10842.25,12093.38,2855.121,1,4,0,0,9238.256,1,0,0,1,,,1
0,41,7,1,0,1,0,-20,0,0,0,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,36,16,0,0,1,0,-13,0,356.0541,8753.446,,20817.93,0,1,3,1,1,20817.93,1,0,0,1,1,1,1
1,20,10,1,0,1,0,-16,0,3454.815,2963.854,,,0,1,1,1,1,,0,0,0,1,1,1,1
1,24,13,0,0,1,0,-5,0,0,2020.542,1596.799,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,32,11,1,0,1,0,-7,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,30,12,0,0,1,0,-7,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,26,9,1,0,1,0,-19,0,5936.126,2074.124,,10425.33,0,1,3,1,1,10425.33,1,0,0,1,1,1,1
1,28,10,1,0,1,0,-14,0,1811.649,8746.197,11372.26,11065.98,0,1,1,1,1,11065.98,1,0,0,1,1,1,1
1,22,12,0,0,1,0,-20,3883.873,5685.016,,,0,1472.855,1,1,0,0,-3883.873,1,0,0,1,1,1,1
0,25,12,0,0,1,0,-15,0,0,0,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,20,11,1,0,1,0,-12,0,0,0,,1354.493,0,1,1,1,1,1354.493,1,0,0,1,1,,1
0,38,12,0,0,1,0,-13,0,,,,,0,1,3,1,1,,0,0,0,1,1,1,1
0,28,10,1,0,1,0,-7,0,0,0,0,2116.411,0,1,4,1,1,2116.411,1,0,0,1,1,,1
1,26,9,1,0,1,0,-11,0,0,,,,0,1,3,1,1,,0,0,0,1,1,,1
1,27,2,1,0,0,1,-14,0,0,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,34,12,0,0,1,0,-21,2726.012,809.8071,1554.19,,,1154.844,1,1,0,0,,0,0,0,1,1,1,1
0,56,10,1,0,1,0,-16,0,1634.516,379.7998,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,30,10,1,0,1,0,-5,468.3711,273.2165,0,677.5798,1053.44,468.3711,1,4,0,0,585.069,1,0,0,1,,,1
0,39,9,1,0,0,0,-15,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,38,6,1,0,1,0,-20,0,8170.155,11516.55,,11494.5,0,1,4,1,1,11494.5,1,0,0,1,1,1,1
1,25,12,0,0,1,0,-13,0,2260.966,9867.735,,10884.25,0,1,1,1,1,10884.25,1,0,0,1,1,1,1
1,25,12,0,0,1,0,-16,0,2293.869,238.9796,,,0,1,1,1,1,,0,0,0,1,1,1,1
1,30,12,0,0,1,0,-17,0,3895.085,7089.148,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,24,10,1,0,1,0,-6,0,1440.979,0,0,4469.914,0,1,2,1,1,4469.914,1,0,0,1,1,,1
1,31,12,0,0,1,0,-16,0,3454.815,8073.007,,11315.32,0,1,1,1,1,11315.32,1,0,0,1,1,1,1
0,40,11,1,0,0,0,-8,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,33,11,1,0,1,0,-20,0,0,0,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,36,11,1,0,0,1,-5,0,0,3464.836,3721.758,0,0,1,4,1,1,0,1,0,0,1,1,,1
1,30,12,0,0,1,0,-20,0,7209.87,1730.68,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,38,14,0,0,1,0,-13,0,567.6013,7797.263,,1530.162,0,1,1,1,1,1530.162,1,0,0,1,1,1,1
1,37,10,1,0,0,1,-10,0,0,7266.634,8908.862,9544.456,0,1,3,1,1,9544.456,1,0,0,1,1,,1
0,34,12,0,0,1,0,-15,0,0,0,1921.432,0,0,1,4,1,1,0,1,0,0,1,1,1,1
0,28,7,1,0,0,1,-16,0,2036.504,3298.47,,6601.101,0,1,2,1,1,6601.101,1,0,0,1,1,1,1
0,27,8,1,1,0,1,-21,0,0,,,,0,1,3,1,1,,0,0,0,1,1,1,1
0,36,11,1,0,1,0,-16,0,0,0,,332.6226,0,1,2,1,1,332.6226,1,0,0,1,1,1,1
1,39,10,1,0,0,0,-11,0,0,7743.63,8865.674,9544.456,0,1,3,1,1,9544.456,1,0,0,1,1,,1
0,33,12,0,0,1,0,-8,0,0,941.6885,4436.674,5037.248,0,1,1,1,1,5037.248,1,0,0,1,1,,1
1,30,7,1,0,1,0,-18,0,4218.647,2247.933,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,29,8,1,0,1,0,-22,0,2081.914,5150.947,,1370.401,0,1,3,1,1,1370.401,1,0,0,1,1,1,1
0,33,9,1,0,1,0,-17,4121.542,,,,,4283.549,1,4,0,0,,0,0,0,1,1,1,1
1,29,9,1,0,1,0,-21,1323.81,8136.48,4265.314,,,5295.242,1,3,0,0,,0,0,0,1,1,1,1
0,31,12,0,0,1,0,-22,0,0,0,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,27,12,0,0,1,0,-15,0,1175.974,,,28699.71,0,1,3,1,1,28699.71,1,0,0,1,1,1,1
0,33,12,0,0,1,0,-8,0,0,5465.669,11342.96,10265.77,0,1,2,1,1,10265.77,1,0,0,1,1,,1
0,37,11,1,0,1,0,-18,0,1324.496,5223.754,,11524.87,0,1,4,1,1,11524.87,1,0,0,1,1,1,1
0,33,11,1,0,1,0,-19,0,0,0,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,22,12,0,0,1,0,-9,4353.599,1088.4,3752.305,398.4444,1592.777,4353.599,1,1,0,0,-2760.822,1,0,0,1,,,1
0,29,11,1,0,1,0,-9,0,0,1761.839,0,1663.255,0,1,1,1,1,1663.255,1,0,0,1,1,,1
0,52,8,1,0,1,0,-5,0,0,0,,,0,1,1,1,1,,0,0,0,1,1,,1
1,41,10,1,0,1,0,-13,0,567.6013,7790.609,,,0,1,3,1,1,,0,0,0,1,1,1,1
1,31,7,1,0,1,0,-9,0,0,5803.696,3562.777,10374.41,0,1,4,1,1,10374.41,1,0,0,1,1,,1
1,29,6,1,0,1,0,-16,151.96,433.3997,0,,,0,1,5,1,0,,0,0,0,1,1,1,1
0,29,12,0,1,1,0,-17,2579.292,0,0,,28287.27,4159.719,1,1,0,0,25707.98,1,0,0,1,1,1,1
0,26,12,0,0,1,0,-19,8466.21,7338.968,0,,1174.648,8770.192,1,1,0,0,-7291.562,1,0,0,1,1,1,1
0,37,12,0,0,0,1,-6,0,0,5497.772,5627.884,12249.01,0,1,1,1,1,12249.01,1,0,0,1,1,,1
1,26,10,1,0,1,0,-13,0,261.1041,522.2083,366.3694,,0,1,2,1,1,,0,0,0,1,1,1,1
0,42,12,0,0,0,0,-10,3837.718,3063.21,179.5804,5759.521,2691.381,3837.718,1,2,0,0,-1146.337,1,0,0,1,,,1
0,46,10,1,0,1,0,-16,0,0,0,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,43,10,1,0,0,0,-13,0,0,333.1558,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,44,12,0,0,1,0,-13,0,0,0,,10512.79,0,1,2,1,1,10512.79,1,0,0,1,1,1,1
1,24,11,1,0,1,0,-23,0,723.874,,,7513.851,0,1,1,1,1,7513.851,1,0,0,1,1,1,1
1,26,10,1,0,1,0,-19,0,6342.054,4373.533,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,39,11,1,0,1,0,-12,0,0,8935.722,5058.382,9198.589,0,1,3,1,1,9198.589,1,0,0,1,1,,1
1,32,9,1,0,1,0,-7,0,2629.593,,,8852.882,0,1,1,1,1,8852.882,1,0,0,1,1,,1
1,29,10,1,0,1,0,-16,0,3742.694,7444.104,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,51,10,1,0,1,0,-10,0,0,0,0,,0,1,0,1,1,,0,0,0,1,1,,1
1,37,11,1,0,1,0,-11,0,0,8712.41,1146.938,290.0028,0,1,1,1,1,290.0028,1,0,0,1,1,,1
0,52,9,1,0,0,1,-6,0,0,0,,,0,1,2,1,1,,0,0,0,1,1,,1
1,37,12,0,0,1,0,-16,0,4894.343,12860.4,,1815.561,0,1,3,1,1,1815.561,1,0,0,1,1,1,1
1,37,8,1,0,0,1,-18,4110.966,5212.724,,,,8221.932,1,1,0,0,,0,0,0,1,1,1,1
1,35,3,1,0,0,1,-7,0,0,3860.634,1523.669,8656.197,0,1,1,1,1,8656.197,1,0,0,1,1,,1
0,30,12,0,0,0,0,-15,0,1180.524,5145.552,10352.25,10425.33,0,1,1,1,1,10425.33,1,0,0,1,1,1,1
1,33,12,0,0,1,0,-12,0,1372.357,,,,0,1,2,1,1,,0,0,0,1,1,,1
0,28,12,0,0,1,0,-10,0,0,0,0,,0,1,2,1,1,,0,0,0,1,1,,1
0,34,11,1,0,0,0,-17,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,41,11,1,0,1,0,-20,7905.711,0,,,0,12961.12,1,3,0,0,-7905.711,1,0,0,1,1,1,1
1,33,10,1,0,1,0,-16,0,3267.255,6765.331,,0,0,1,5,1,1,0,1,0,0,1,1,1,1
1,25,10,1,0,1,0,-12,0,0,11007.22,16378.34,15637.99,0,1,1,1,1,15637.99,1,0,0,1,1,,1
1,32,9,1,0,0,0,-15,828.9528,,,,,1105.27,1,1,0,0,,0,0,0,1,1,1,1
1,38,8,1,0,0,1,-5,7526.19,6465.78,4789.212,5031.561,0,7526.19,1,1,0,0,-7526.19,1,0,0,1,,,1
0,28,11,1,0,1,0,-13,0,0,0,,,0,1,1,1,1,,0,0,0,1,1,1,1
1,44,9,1,0,1,0,-14,0,1677.688,8662.031,145.5671,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,47,14,0,0,1,0,-7,0,0,5032.607,17018.95,9682.834,0,1,1,1,1,9682.834,1,0,0,1,1,,1
0,23,10,1,0,1,0,-15,0,0,1431.16,8150.352,7784.189,0,1,2,1,1,7784.189,1,0,0,1,1,1,1
1,35,11,1,0,1,0,-21,0,8530.183,,,8837.854,0,1,1,1,1,8837.854,1,0,0,1,1,1,1
1,49,8,1,0,0,1,-16,6028.912,4023.634,7093.575,,9469.225,9043.368,1,0,0,0,3440.313,1,0,0,1,1,1,1
1,27,8,1,0,1,0,-20,0,7444.944,3498.188,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,33,9,1,0,1,0,-9,0,0,691.2222,0,13198.79,0,1,4,1,1,13198.79,1,0,0,1,1,,1
0,29,12,0,0,0,1,-16,0,448.0949,3088.045,,,0,1,2,1,1,,0,0,0,1,1,1,1
1,25,12,0,0,1,0,-5,0,177.926,3755.543,8736.242,10872.81,0,1,1,1,1,10872.81,1,0,0,1,1,,1
0,34,10,1,0,1,0,-9,5276.65,7794.901,3461.993,11127.17,10391,5276.65,1,4,0,0,5114.352,1,0,0,1,,,1
0,37,12,0,0,1,0,-8,0,0,279.7712,7645.675,10373.83,0,1,3,1,1,10373.83,1,0,0,1,1,,1
0,30,9,1,0,1,0,-5,0,0,,,,0,1,4,1,1,,0,0,0,1,1,,1
1,41,11,1,0,1,0,-15,0,2591.383,7358.068,0,0,0,1,5,1,1,0,1,0,0,1,1,1,1
